A,k,func_values
0.009,1256.6371,1089417.1
0.009,1413.7167,792827.94
0.009,1570.7964,776743.94
0.009,1727.8761,872985.3
0.009,1884.9557,822887.2
0.009,2042.0353,578705.2
0.009,2199.115,287227.8
0.009,2356.1946,97760.72
0.009,2513.2742,30367.703
0.01,157.07964,7982053.0
0.01,314.15927,4937089.5
0.01,471.23892,1696396.9
0.01,628.31854,129109.94
0.01,785.3982,606727.3
0.01,942.47784,1572597.6
0.01,1099.5575,1768821.9
0.01,1256.6371,1352805.8
0.01,1413.7167,978527.1
0.01,1570.7964,951223.7
0.01,1727.8761,1064649.6
0.01,1884.9557,1000358.6
0.01,2042.0353,700105.94
0.01,2199.115,344430.22
0.01,2356.1946,115281.336
0.01,2513.2742,35903.25
0.011,157.07964,9383170.0
0.011,314.15927,5858371.5
0.011,471.23892,2036271.9
0.011,628.31854,155624.25
0.011,785.3982,750133.94
0.011,942.47784,1927727.9
0.011,1099.5575,2153736.0
0.011,1256.6371,1641991.5
0.011,1413.7167,1182391.4
0.011,1570.7964,1143028.1
0.011,1727.8761,1275610.9
0.011,1884.9557,1195495.0
0.011,2042.0353,833510.5
0.011,2199.115,407088.2
0.011,2356.1946,134394.16
0.011,2513.2742,42101.062
0.012,157.07964,10854020.0
0.012,314.15927,6838377.0
0.012,471.23892,2408882.0
0.012,628.31854,185242.3
0.012,785.3982,909129.7
0.012,942.47784,2316973.0
0.012,1099.5575,2572072.8
0.012,1256.6371,1955958.6
0.012,1413.7167,1403745.5
0.012,1570.7964,1351652.4
0.012,1727.8761,1505797.2
0.012,1884.9557,1408369.9
0.012,2042.0353,978702.0
0.012,2199.115,475245.25
0.012,2356.1946,155107.11
0.012,2513.2742,48939.49
0.012999999,157.07964,12374908.0
0.012999999,314.15927,7876257.0
0.012999999,471.23892,2810012.0
0.012999999,628.31854,218029.5
0.012999999,785.3982,1083712.9
0.012999999,942.47784,2740321.0
0.012999999,1099.5575,3022639.5
0.012999999,1256.6371,2293706.8
0.012999999,1413.7167,1641688.5
0.012999999,1570.7964,1576725.9
0.012999999,1727.8761,1755137.4
0.012999999,1884.9557,1638938.0
0.012999999,2042.0353,1135854.9
0.012999999,2199.115,548728.6
0.012999999,2356.1946,177426.5
0.012999999,2513.2742,56450.227
0.0139999995,157.07964,13950018.0
0.0139999995,314.15927,8967974.0
0.0139999995,471.23892,3243061.5
0.0139999995,628.31854,254400.7
0.0139999995,785.3982,1274019.9
0.0139999995,942.47784,3196097.8
0.0139999995,1099.5575,3504125.2
0.0139999995,1256.6371,2654116.5
0.0139999995,1413.7167,1896113.6
0.0139999995,1570.7964,1818282.2
0.0139999995,1727.8761,2023532.0
0.0139999995,1884.9557,1887408.6
0.0139999995,2042.0353,1304930.4
0.0139999995,2199.115,627745.9
0.0139999995,2356.1946,201323.53
0.0139999995,2513.2742,64618.207
0.015,157.07964,15563381.0
0.015,314.15927,10104493.0
0.015,471.23892,3704019.8
0.015,628.31854,294385.97
0.015,785.3982,1479455.0
0.015,942.47784,3683466.5
0.015,1099.5575,4014840.5
0.015,1256.6371,3036033.2
0.015,1413.7167,2165916.0
0.015,1570.7964,2075359.9
0.015,1727.8761,2311152.8
0.015,1884.9557,2153785.8
0.015,2042.0353,1485989.4
0.015,2199.115,712203.9
0.015,2356.1946,226862.55
0.015,2513.2742,73443.74
0.015999999,157.07964,17204142.0
0.015999999,314.15927,11281283.0
0.015999999,471.23892,4195439.0
0.015999999,628.31854,338195.22
0.015999999,785.3982,1701066.0
0.015999999,942.47784,4199804.5
0.015999999,1099.5575,4551781.0
0.015999999,1256.6371,3438586.8
0.015999999,1413.7167,2450705.8
0.015999999,1570.7964,2348086.5
0.015999999,1727.8761,2617547.8
0.015999999,1884.9557,2438102.8
0.015999999,2042.0353,1678976.6
0.015999999,2199.115,802285.2
0.015999999,2356.1946,254053.7
0.015999999,2513.2742,82954.586
0.016999999,157.07964,18836458.0
0.016999999,314.15927,12502861.0
0.016999999,471.23892,4717161.5
0.016999999,628.31854,385995.9
0.016999999,785.3982,1938138.9
0.016999999,942.47784,4745975.0
0.016999999,1099.5575,5113985.5
0.016999999,1256.6371,3860516.8
0.016999999,1413.7167,2749380.8
0.016999999,1570.7964,2635795.8
0.016999999,1727.8761,2943071.8
0.016999999,1884.9557,2740532.5
0.016999999,2042.0353,1884307.2
0.016999999,2199.115,897781.1
0.016999999,2356.1946,282866.5
0.016999999,2513.2742,93106.01
0.018,157.07964,20391406.0
0.018,314.15927,13752589.0
0.018,471.23892,5267641.5
0.018,628.31854,438056.34
0.018,785.3982,2191353.2
0.018,942.47784,5317924.5
0.018,1099.5575,5700413.5
0.018,1256.6371,4300782.5
0.018,1413.7167,3061712.5
0.018,1570.7964,2937909.8
0.018,1727.8761,3287436.5
0.018,1884.9557,3061023.8
0.018,2042.0353,2101679.8
0.018,2199.115,998846.5
0.018,2356.1946,313261.0
0.018,2513.2742,103931.68
0.019,157.07964,21789046.0
0.019,314.15927,15036335.0
0.019,471.23892,5842736.0
0.019,628.31854,494476.22
0.019,785.3982,2459638.8
0.019,942.47784,5915711.0
0.019,1099.5575,6308540.5
0.019,1256.6371,4758393.5
0.019,1413.7167,3386668.0
0.019,1570.7964,3254155.5
0.019,1727.8761,3650798.8
0.019,1884.9557,3399746.8
0.019,2042.0353,2331147.8
0.019,2199.115,1105735.1
0.019,2356.1946,345403.9
0.019,2513.2742,115453.336
0.019999998,157.07964,22950186.0
0.019999998,314.15927,16352416.0
0.019999998,471.23892,6445861.5
0.019999998,628.31854,555739.7
0.019999998,785.3982,2744029.5
0.019999998,942.47784,6537621.5
0.019999998,1099.5575,6936733.5
0.019999998,1256.6371,5232018.0
0.019999998,1413.7167,3724190.0
0.019999998,1570.7964,3583995.2
0.019999998,1727.8761,4032889.2
0.019999998,1884.9557,3756569.2
0.019999998,2042.0353,2572822.5
0.019999998,2199.115,1218197.5
0.019999998,2356.1946,379136.6
0.019999998,2513.2742,127678.6
0.021,157.07964,23881086.0
0.021,314.15927,17683470.0
0.021,471.23892,7074326.5
0.021,628.31854,621915.25
0.021,785.3982,3044243.8
0.021,942.47784,7181110.5
0.021,1099.5575,7583809.0
0.021,1256.6371,5720945.5
0.021,1413.7167,4072771.8
0.021,1570.7964,3926918.8
0.021,1727.8761,4433340.0
0.021,1884.9557,4131674.8
0.021,2042.0353,2826636.5
0.021,2199.115,1336458.1
0.021,2356.1946,414513.38
0.021,2513.2742,140561.05
0.021999998,157.07964,24572448.0
0.021999998,314.15927,19028466.0
0.021999998,471.23892,7728337.5
0.021999998,628.31854,693139.8
0.021999998,785.3982,3360283.8
0.021999998,942.47784,7844715.5
0.021999998,1099.5575,8247810.5
0.021999998,1256.6371,6223967.0
0.021999998,1413.7167,4432376.0
0.021999998,1570.7964,4282587.0
0.021999998,1727.8761,4852150.0
0.021999998,1884.9557,4524913.5
0.021999998,2042.0353,3092886.8
0.021999998,2199.115,1460342.6
0.021999998,2356.1946,451594.8
0.021999998,2513.2742,154090.16
0.023,157.07964,25112342.0
0.023,314.15927,20357318.0
0.023,471.23892,8408862.0
0.023,628.31854,769803.94
0.023,785.3982,3691602.8
0.023,942.47784,8527418.0
0.023,1099.5575,8927019.0
0.023,1256.6371,6740281.5
0.023,1413.7167,4802523.0
0.023,1570.7964,4649864.5
0.023,1727.8761,5289085.5
0.023,1884.9557,4936250.5
0.023,2042.0353,3371229.8
0.023,2199.115,1589638.9
0.023,2356.1946,490545.6
0.023,2513.2742,168323.55
0.023999998,157.07964,25504940.0
0.023999998,314.15927,21596954.0
0.023999998,471.23892,9114592.0
0.023999998,628.31854,852254.5
0.023999998,785.3982,4038340.0
0.023999998,942.47784,9227309.0
0.023999998,1099.5575,9620643.0
0.023999998,1256.6371,7268862.5
0.023999998,1413.7167,5181900.0
0.023999998,1570.7964,5029387.5
0.023999998,1727.8761,5743928.5
0.023999998,1884.9557,5365891.5
0.023999998,2042.0353,3661974.8
0.023999998,2199.115,1725034.2
0.023999998,2356.1946,531138.3
0.023999998,2513.2742,183256.61
0.024999999,157.07964,25858898.0
0.024999999,314.15927,22725216.0
0.024999999,471.23892,9840499.0
0.024999999,628.31854,940584.8
0.024999999,785.3982,4400610.0
0.024999999,942.47784,9942579.0
0.024999999,1099.5575,10328271.0
0.024999999,1256.6371,7808708.0
0.024999999,1413.7167,5570553.5
0.024999999,1570.7964,5419991.5
0.024999999,1727.8761,6216305.5
0.024999999,1884.9557,5813130.5
0.024999999,2042.0353,3964827.2
0.024999999,2199.115,1866092.2
0.024999999,2356.1946,573352.44
0.024999999,2513.2742,198842.88
0.025999999,157.07964,26242818.0
0.025999999,314.15927,23690744.0
0.025999999,471.23892,10591483.0
0.025999999,628.31854,1035057.7
0.025999999,785.3982,4779255.5
0.025999999,942.47784,10672675.0
0.025999999,1099.5575,11046511.0
0.025999999,1256.6371,8359261.0
0.025999999,1413.7167,5968527.5
0.025999999,1570.7964,5821005.5
0.025999999,1727.8761,6705968.0
0.025999999,1884.9557,6278259.0
0.025999999,2042.0353,4280107.5
0.025999999,2199.115,2013020.2
0.025999999,2356.1946,617281.4
0.025999999,2513.2742,215149.8
0.026999999,157.07964,26674136.0
0.026999999,314.15927,24474810.0
0.026999999,471.23892,11363942.0
0.026999999,628.31854,1136004.1
0.026999999,785.3982,5174218.5
0.026999999,942.47784,11417703.0
0.026999999,1099.5575,11775193.0
0.026999999,1256.6371,8919471.0
0.026999999,1413.7167,6374278.0
0.026999999,1570.7964,6232433.5
0.026999999,1727.8761,7212667.5
0.026999999,1884.9557,6761205.5
0.026999999,2042.0353,4607569.0
0.026999999,2199.115,2165910.8
0.026999999,2356.1946,663142.94
0.026999999,2513.2742,232146.2
0.027999999,157.07964,27136666.0
0.027999999,314.15927,25115324.0
0.027999999,471.23892,12158324.0
0.027999999,628.31854,1243725.9
0.027999999,785.3982,5583493.5
0.027999999,942.47784,12170900.0
0.027999999,1099.5575,12513513.0
0.027999999,1256.6371,9488543.0
0.027999999,1413.7167,6786988.0
0.027999999,1570.7964,6654103.0
0.027999999,1727.8761,7735978.5
0.027999999,1884.9557,7261753.0
0.027999999,2042.0353,4947345.0
0.027999999,2199.115,2324696.5
0.027999999,2356.1946,710724.5
0.027999999,2513.2742,249870.66
0.029,157.07964,27611062.0
0.029,314.15927,25617624.0
0.029,471.23892,12968231.0
0.029,628.31854,1358218.0
0.029,785.3982,6009069.5
0.029,942.47784,12936922.0
0.029,1099.5575,13260018.0
0.029,1256.6371,10065899.0
0.029,1413.7167,7207472.0
0.029,1570.7964,7084221.5
0.029,1727.8761,8275289.5
0.029,1884.9557,7779416.0
0.029,2042.0353,5299141.5
0.029,2199.115,2489233.2
0.029,2356.1946,759975.2
0.029,2513.2742,268251.4
0.03,157.07964,28126606.0
0.03,314.15927,26014998.0
0.03,471.23892,13798568.0
0.03,628.31854,1480023.4
0.03,785.3982,6447947.5
0.03,942.47784,13714349.0
0.03,1099.5575,14014514.0
0.03,1256.6371,10650758.0
0.03,1413.7167,7634279.5
0.03,1570.7964,7523774.5
0.03,1727.8761,8830475.0
0.03,1884.9557,8313755.5
0.03,2042.0353,5663212.0
0.03,2199.115,2659954.8
0.03,2356.1946,811104.94
0.03,2513.2742,287335.7
0.030999998,157.07964,28645168.0
0.030999998,314.15927,26358038.0
0.030999998,471.23892,14646099.0
0.030999998,628.31854,1609545.6
0.030999998,785.3982,6901670.5
0.030999998,942.47784,14497819.0
0.030999998,1099.5575,14774304.0
0.030999998,1256.6371,11242300.0
0.030999998,1413.7167,8068212.0
0.030999998,1570.7964,7971777.0
0.030999998,1727.8761,9400310.0
0.030999998,1884.9557,8864831.0
0.030999998,2042.0353,6039246.0
0.030999998,2199.115,2836576.0
0.030999998,2356.1946,864087.7
0.030999998,2513.2742,307120.47
0.031999998,157.07964,29160166.0
0.031999998,314.15927,26668356.0
0.031999998,471.23892,15507440.0
0.031999998,628.31854,1746741.4
0.031999998,785.3982,7369372.0
0.031999998,942.47784,15292170.0
0.031999998,1099.5575,15539543.0
0.031999998,1256.6371,11839945.0
0.031999998,1413.7167,8507572.0
0.031999998,1570.7964,8428292.0
0.031999998,1727.8761,9985487.0
0.031999998,1884.9557,9432016.0
0.031999998,2042.0353,6427440.0
0.031999998,2199.115,3019140.2
0.031999998,2356.1946,918976.0
0.031999998,2513.2742,327650.47
0.033,157.07964,29653198.0
0.033,314.15927,26974160.0
0.033,471.23892,16386155.0
0.033,628.31854,1891945.6
0.033,785.3982,7852331.5
0.033,942.47784,16092578.0
0.033,1099.5575,16311770.0
0.033,1256.6371,12442945.0
0.033,1413.7167,8953367.0
0.033,1570.7964,8893060.0
0.033,1727.8761,10584291.0
0.033,1884.9557,10014611.0
0.033,2042.0353,6827332.0
0.033,2199.115,3207896.2
0.033,2356.1946,975549.44
0.033,2513.2742,348850.94
0.033999998,157.07964,30091790.0
0.033999998,314.15927,27334710.0
0.033999998,471.23892,17276488.0
0.033999998,628.31854,2045335.9
0.033999998,785.3982,8350098.5
0.033999998,942.47784,16901112.0
0.033999998,1099.5575,17083774.0
0.033999998,1256.6371,13050709.0
0.033999998,1413.7167,9403464.0
0.033999998,1570.7964,9365566.0
0.033999998,1727.8761,11197615.0
0.033999998,1884.9557,10612582.0
0.033999998,2042.0353,7239043.5
0.033999998,2199.115,3402690.5
0.033999998,2356.1946,1034068.3
0.033999998,2513.2742,370831.5
0.034999996,157.07964,30500302.0
0.034999996,314.15927,27714564.0
0.034999996,471.23892,18177874.0
0.034999996,628.31854,2207389.2
0.034999996,785.3982,8860251.0
0.034999996,942.47784,17713856.0
0.034999996,1099.5575,17858072.0
0.034999996,1256.6371,13662978.0
0.034999996,1413.7167,9859308.0
0.034999996,1570.7964,9845619.0
0.034999996,1727.8761,11822707.0
0.034999996,1884.9557,11224918.0
0.034999996,2042.0353,7662297.5
0.034999996,2199.115,3603275.2
0.034999996,2356.1946,1094441.1
0.034999996,2513.2742,393585.8
0.036,157.07964,30847390.0
0.036,314.15927,28101044.0
0.036,471.23892,19090054.0
0.036,628.31854,2378488.8
0.036,785.3982,9384836.0
0.036,942.47784,18530830.0
0.036,1099.5575,18634000.0
0.036,1256.6371,14278859.0
0.036,1413.7167,10320513.0
0.036,1570.7964,10331730.0
0.036,1727.8761,12460748.0
0.036,1884.9557,11850605.0
0.036,2042.0353,8097140.0
0.036,2199.115,3810092.0
0.036,2356.1946,1156723.0
0.036,2513.2742,417034.75
0.037,157.07964,31171514.0
0.037,314.15927,28521600.0
0.037,471.23892,20004342.0
0.037,628.31854,2558312.0
0.037,785.3982,9920183.0
0.037,942.47784,19354462.0
0.037,1099.5575,19409938.0
0.037,1256.6371,14897741.0
0.037,1413.7167,10786329.0
0.037,1570.7964,10825043.0
0.037,1727.8761,13110549.0
0.037,1884.9557,12489573.0
0.037,2042.0353,8543160.0
0.037,2199.115,4023469.2
0.037,2356.1946,1220914.1
0.037,2513.2742,441224.3
0.038,157.07964,31472208.0
0.038,314.15927,28932100.0
0.038,471.23892,20920124.0
0.038,628.31854,2747389.8
0.038,785.3982,10468491.0
0.038,942.47784,20184214.0
0.038,1099.5575,20186216.0
0.038,1256.6371,15519415.0
0.038,1413.7167,11254925.0
0.038,1570.7964,11324447.0
0.038,1727.8761,13771298.0
0.038,1884.9557,13140726.0
0.038,2042.0353,9000227.0
0.038,2199.115,4242891.0
0.038,2356.1946,1287051.6
0.038,2513.2742,466115.0
0.038999997,157.07964,31808420.0
0.038999997,314.15927,29362192.0
0.038999997,471.23892,21823110.0
0.038999997,628.31854,2945823.8
0.038999997,785.3982,11030003.0
0.038999997,942.47784,21009744.0
0.038999997,1099.5575,20960606.0
0.038999997,1256.6371,16142855.0
0.038999997,1413.7167,11728709.0
0.038999997,1570.7964,11830851.0
0.038999997,1727.8761,14442842.0
0.038999997,1884.9557,13802571.0
0.038999997,2042.0353,9468197.0
0.038999997,2199.115,4468407.5
0.038999997,2356.1946,1354939.1
0.038999997,2513.2742,491807.66
0.04,157.07964,32199620.0
0.04,314.15927,29811072.0
0.04,471.23892,22703898.0
0.04,628.31854,3153945.0
0.04,785.3982,11603243.0
0.04,942.47784,21841946.0
0.04,1099.5575,21732426.0
0.04,1256.6371,16767728.0
0.04,1413.7167,12206471.0
0.04,1570.7964,12342799.0
0.04,1727.8761,15123338.0
0.04,1884.9557,14475578.0
0.04,2042.0353,9946624.0
0.04,2199.115,4700253.5
0.04,2356.1946,1425098.9
0.04,2513.2742,518198.9
0.040999997,157.07964,32715510.0
0.040999997,314.15927,30238842.0
0.040999997,471.23892,23554452.0
0.040999997,628.31854,3371870.0
0.040999997,785.3982,12185266.0
0.040999997,942.47784,22670282.0
0.040999997,1099.5575,22498654.0
0.040999997,1256.6371,17393478.0
0.040999997,1413.7167,12687715.0
0.040999997,1570.7964,12860899.0
0.040999997,1727.8761,15812567.0
0.040999997,1884.9557,15157559.0
0.040999997,2042.0353,10435448.0
0.040999997,2199.115,4938319.0
0.040999997,2356.1946,1497162.0
0.040999997,2513.2742,545338.2
0.041999996,157.07964,33525198.0
0.041999996,314.15927,30669422.0
0.041999996,471.23892,24351892.0
0.041999996,628.31854,3600158.8
0.041999996,785.3982,12777262.0
0.041999996,942.47784,23495542.0
0.041999996,1099.5575,23260110.0
0.041999996,1256.6371,18019080.0
0.041999996,1413.7167,13172635.0
0.041999996,1570.7964,13384517.0
0.041999996,1727.8761,16510482.0
0.041999996,1884.9557,15847474.0
0.041999996,2042.0353,10934295.0
0.041999996,2199.115,5182578.0
0.041999996,2356.1946,1571407.2
0.041999996,2513.2742,573328.94
0.042999998,157.07964,34304980.0
0.042999998,314.15927,31110330.0
0.042999998,471.23892,25099158.0
0.042999998,628.31854,3838656.8
0.042999998,785.3982,13380655.0
0.042999998,942.47784,24314830.0
0.042999998,1099.5575,24013916.0
0.042999998,1256.6371,18644166.0
0.042999998,1413.7167,13658717.0
0.042999998,1570.7964,13914375.0
0.042999998,1727.8761,17215380.0
0.042999998,1884.9557,16544327.0
0.042999998,2042.0353,11443167.0
0.042999998,2199.115,5433169.0
0.042999998,2356.1946,1647769.0
0.042999998,2513.2742,602082.3
0.044,157.07964,34674812.0
0.044,314.15927,31494672.0
0.044,471.23892,25780000.0
0.044,628.31854,4087216.5
0.044,785.3982,13990685.0
0.044,942.47784,25123920.0
0.044,1099.5575,24758598.0
0.044,1256.6371,19268134.0
0.044,1413.7167,14147243.0
0.044,1570.7964,14448765.0
0.044,1727.8761,17927518.0
0.044,1884.9557,17248280.0
0.044,2042.0353,11961166.0
0.044,2199.115,5690008.0
0.044,2356.1946,1726027.9
0.044,2513.2742,631566.2
0.044999998,157.07964,34890024.0
0.044999998,314.15927,31867278.0
0.044999998,471.23892,26404870.0
0.044999998,628.31854,4346616.0
0.044999998,785.3982,14611615.0
0.044999998,942.47784,25918246.0
0.044999998,1099.5575,25491486.0
0.044999998,1256.6371,19889222.0
0.044999998,1413.7167,14638816.0
0.044999998,1570.7964,14989751.0
0.044999998,1727.8761,18644278.0
0.044999998,1884.9557,17956334.0
0.044999998,2042.0353,12488212.0
0.044999998,2199.115,5953099.5
0.044999998,2356.1946,1806349.6
0.044999998,2513.2742,661880.94
0.045999996,157.07964,34847316.0
0.045999996,314.15927,32237088.0
0.045999996,471.23892,26961670.0
0.045999996,628.31854,4617087.5
0.045999996,785.3982,15239367.0
0.045999996,942.47784,26696600.0
0.045999996,1099.5575,26205966.0
0.045999996,1256.6371,20507258.0
0.045999996,1413.7167,15133125.0
0.045999996,1570.7964,15535077.0
0.045999996,1727.8761,19366308.0
0.045999996,1884.9557,18667092.0
0.045999996,2042.0353,13023666.0
0.045999996,2199.115,6222496.0
0.045999996,2356.1946,1888831.6
0.045999996,2513.2742,692897.1
0.047,157.07964,34850404.0
0.047,314.15927,32565876.0
0.047,471.23892,27452672.0
0.047,628.31854,4898129.5
0.047,785.3982,15870746.0
0.047,942.47784,27454224.0
0.047,1099.5575,26899700.0
0.047,1256.6371,21121698.0
0.047,1413.7167,15626872.0
0.047,1570.7964,16084893.0
0.047,1727.8761,20092330.0
0.047,1884.9557,19381110.0
0.047,2042.0353,13567642.0
0.047,2199.115,6498351.0
0.047,2356.1946,1973447.4
0.047,2513.2742,724864.94
0.048,157.07964,34929780.0
0.048,314.15927,32868058.0
0.048,471.23892,27891238.0
0.048,628.31854,5190482.5
0.048,785.3982,16512491.0
0.048,942.47784,28187264.0
0.048,1099.5575,27560382.0
0.048,1256.6371,21731230.0
0.048,1413.7167,16122472.0
0.048,1570.7964,16641363.0
0.048,1727.8761,20821058.0
0.048,1884.9557,20095406.0
0.048,2042.0353,14119709.0
0.048,2199.115,6780489.5
0.048,2356.1946,2060248.4
0.048,2513.2742,757530.06
0.048999995,157.07964,35084612.0
0.048999995,314.15927,33167936.0
0.048999995,471.23892,28273382.0
0.048999995,628.31854,5493704.0
0.048999995,785.3982,17161472.0
0.048999995,942.47784,28890842.0
0.048999995,1099.5575,28187302.0
0.048999995,1256.6371,22334630.0
0.048999995,1413.7167,16619623.0
0.048999995,1570.7964,17201092.0
0.048999995,1727.8761,21551990.0
0.048999995,1884.9557,20810846.0
0.048999995,2042.0353,14678263.0
0.048999995,2199.115,7068988.0
0.048999995,2356.1946,2149035.8
0.048999995,2513.2742,791035.6
0.05,157.07964,35343820.0
0.05,314.15927,33460436.0
0.05,471.23892,28609518.0
0.05,628.31854,5808243.0
0.05,785.3982,17811230.0
0.05,942.47784,29560346.0
0.05,1099.5575,28770628.0
0.05,1256.6371,22930774.0
0.05,1413.7167,17118102.0
0.05,1570.7964,17765570.0
0.05,1727.8761,22285076.0
0.05,1884.9557,21524740.0
0.05,2042.0353,15244434.0
0.05,2199.115,7363865.5
0.05,2356.1946,2240716.5
0.05,2513.2742,825384.6
